epoch,train_loss,train_accuracy,val_loss,val_accuracy,epoch_seconds
1,0.0655419564967975,0.9753,0.03707319930735976,0.9884,76.25172877311707
2,0.03885680785607547,0.98655,0.030760863893898205,0.9902,75.22466921806335
3,0.028524744567042216,0.9894,0.05261081540854648,0.9824,75.36069750785828
4,0.0270653119655326,0.9904,0.04698000268368051,0.986,75.53883695602417
5,0.024613265556655824,0.9914,0.04548241004054435,0.9854,75.47420239448547
6,0.024805438801122362,0.99115,0.04080724460027996,0.9858,75.4590437412262
7,0.018419157334521877,0.99395,0.04125242383079603,0.988,75.55062222480774
8,0.020322738981043222,0.99275,0.04460905986654107,0.9842,75.67295169830322
