epoch,train_loss,train_accuracy,val_loss,val_accuracy,epoch_seconds
1,0.0914674460887909,0.9665,0.051635278932750224,0.981,21.103439807891846
2,0.040345101865008476,0.985,0.04542143657803535,0.984,20.953325986862183
3,0.029136161824222653,0.9905,0.041156366835813966,0.98,20.98176670074463
4,0.026055578301660717,0.99025,0.03127781169395894,0.992,21.044838666915894
5,0.0185548834905494,0.993,0.042494414693210275,0.981,21.083525896072388
